64493:9	Percentage [SEP] final amount, $198, was 10% of 10%, or 1%, less than the initial amount of $200. The net change is the same for a decrease of x percent, followed by an increase of x percent; the final amount is p(1 - 0.01x)(1 + 0.01x) = p(1 − (0.01x)2). This can be expanded for a case where one does not have the same percent change. If the initial amount p leads to a percent change x, and the second percent change is y, then the final amount is p(1 + 0.01x)(1 + 0.01y). To change the above example, after an increase of x = 10 percent and decrease of y = −5 percent, the final amount, $209, is 4.5% more than the initial amount of $200. As shown above, percent changes can be applied in any order and have the same effect. In the case of interest rates, a very common but ambiguous way to say that an interest rate rose
64493:10	Percentage [SEP] effect. In the case of interest rates, a very common but ambiguous way to say that an interest rate rose from 10% per annum to 15% per annum, for example, is to say that the interest rate increased by 5%, which could theoretically mean that it increased from 10% per annum to 10.5% per annum. It is clearer to say that the interest rate increased by 5 percentage points (pp). The same confusion between the different concepts of percent(age) and percentage points can potentially cause a major misunderstanding when journalists report about election results, for example, expressing both new results and differences with earlier results as percentages. For example, if a party obtains 41% of the vote and this is said to be a 2.5% increase, does that mean the earlier result was 40% (since 41 = 40 × (1 + ⁠2.5/100⁠)) or 38.5% (since 41 = 38.5 + 2.5)? In financial markets, it is common to refer to an
64493:11	Percentage [SEP] + ⁠2.5/100⁠)) or 38.5% (since 41 = 38.5 + 2.5)? In financial markets, it is common to refer to an increase of one percentage point (e.g. from 3% per annum to 4% per annum) as an increase of "100 basis points". Word and symbol In most forms of English, percent is usually written as two words (per cent), although percentage and percentile are written as one word. In American English, percent is the most common variant (but per mille is written as two words). In the early 20th century, there was a dotted abbreviation form "per cent.", as opposed to "per cent". The form "per cent." is still in use in the highly formal language found in certain documents like commercial loan agreements (particularly those subject to, or inspired by, common law), as well as in the Hansard transcripts of British Parliamentary proceedings. The term has been attributed to Latin per centum. The symbol for percent (%) evolved from a
64493:12	Percentage [SEP] British Parliamentary proceedings. The term has been attributed to Latin per centum. The symbol for percent (%) evolved from a symbol abbreviating the Italian per cento. In some other languages, the form procent or prosent is used instead. Some languages use both a word derived from percent and an expression in that language meaning the same thing, e.g. Romanian procent and la sută (thus, 10% can be read or sometimes written ten for [each] hundred, similarly with the English one out of ten). Other abbreviations are rarer, but sometimes seen. Grammar and style guides often differ as to how percentages are to be written. For instance, it is commonly suggested that the word percent (or per cent) be spelled out in all texts, as in "1 percent" and not "1%". Other guides prefer the word to be written out in humanistic texts, but the symbol to be used in scientific texts. Most guides agree that they always be written with
64493:13	Percentage [SEP] humanistic texts, but the symbol to be used in scientific texts. Most guides agree that they always be written with a numeral, as in "5 percent" and not "five percent", the only exception being at the beginning of a sentence: "Ten percent of all writers love style guides." Decimals are also to be used instead of fractions, as in "3.5 percent of the gain" and not "3+1⁄2 percent of the gain". However the titles of bonds issued by governments and other issuers use the fractional form, e.g. "3+1⁄2% Unsecured Loan Stock 2032 Series 2". (When interest rates are very low, the number 0 is included if the interest rate is less than 1%, e.g. "0+3⁄4% Treasury Stock", not "3⁄4% Treasury Stock".) It is also widely accepted to use the percent symbol (%) in tabular and graphic material. In line with common English practice, style guides—such as The Chicago Manual of Style—generally state that the number and percent sign are written
64493:14	Percentage [SEP] common English practice, style guides—such as The Chicago Manual of Style—generally state that the number and percent sign are written without any space in between. However, the International System of Units and the ISO 31-0 standard require a space. Other uses The word "percentage" is often a misnomer in the context of sports statistics, when the referenced number is expressed as a decimal proportion, not a percentage: "The Phoenix Suns' Shaquille O'Neal led the NBA with a .609 field goal percentage (FG%) during the 2008–09 season." (O'Neal made 60.9% of his shots, not 0.609%.) Likewise, the winning percentage of a team, the fraction of matches that the club has won, is also usually expressed as a decimal proportion; a team that has a .500 winning percentage has won 50% of their matches. The practice is probably related to the similar way that batting averages are quoted. As "percent" it is used to describe the grade or slope, the steepness of
64493:15	Percentage [SEP] way that batting averages are quoted. As "percent" it is used to describe the grade or slope, the steepness of a road or railway, formula for which is 100 × ⁠rise/run⁠ which could also be expressed as the tangent of the angle of inclination times 100. This is the ratio of distances a vehicle would advance vertically and horizontally, respectively, when going up- or downhill, expressed in percent. Percentage is also used to express composition of a mixture by mass percent and mole percent. Related units Percentage point difference of 1 part in 100 Per mille (‰) 1 part in 1,000 Basis point (bp) difference of 1 part in 10,000 Permyriad (‱) 1 part in 10,000 Per cent mille (pcm) 1 part in 100,000 Centiturn Practical applications Baker percentage Volume percent See also 1000 percent Relative change and difference Percent difference Percentage change Parts-per notation Per-unit system Percent point function References External links The dictionary definition of percentage at Wiktionary
64493:16	Percentage [SEP] difference Percentage change Parts-per notation Per-unit system Percent point function References External links The dictionary definition of percentage at Wiktionary
503184:0	Than [SEP] Than is a grammatical particle analyzed as both a conjunction and a preposition in the English language. It introduces a comparison and is associated with comparatives and with words such as more, less, and fewer. Typically, it measures the force of an adjective or similar description between two predicates. Usage Case of pronouns following than According to the view of many English-language prescriptivists, including influential 18th-century grammarian Robert Lowth, than is exclusively a conjunction and therefore takes either nominative (or subjective) or oblique (or objective) pronouns, depending on context, rather than exclusively oblique pronouns as prepositions do. This rule is broken as often as it is observed. For instance, William Shakespeare's 1600 play Julius Caesar has an instance of an oblique pronoun following than where the nominative is also possible: A man no mightier than thyself or me... Likewise, Samuel Johnson wrote: No man had ever more discernment than him, in finding out the ridiculous. In simple comparisons in contemporary
503184:1	Than [SEP] Johnson wrote: No man had ever more discernment than him, in finding out the ridiculous. In simple comparisons in contemporary English, than often takes an oblique pronoun, which lexicographers and usage commentators regard as prepositional use and as standard. The case of a pronoun following than can be determined by context. For example: You are a better swimmer than she. The sentence is equivalent to "You are a better swimmer than she is." They like you more than her. The sentence is equivalent to "They like you more than they like her." The sentence "They like you more than she" may instead mean "They like you more than she likes you." Confusion between than and then In writing, than and then are often erroneously interchanged. In standard English, then refers to time or consequence, while than is used in comparisons. == References ==
503184:2	Than [SEP] == References ==
43850:0	More [SEP] More may refer to: Computing MORE (application), outline software for Mac OS more (command), a shell command MORE protocol, a routing protocol Missouri Research and Education Network Music Albums More! (album), by Booka Shade, 2010 More (soundtrack), by Pink Floyd with music from the 1969 film More... (Trace Adkins album), or the title song, 1999 More (Mary Alessi album), 2005 More (Beyoncé EP), 2014 More (Michael Bublé EP), 2005 More (Clarke-Boland Big Band album), 1968 More (Double Dagger album), 2009 More... (Montell Jordan album), 1996 More (Crystal Lewis album), 2001 More (Giuseppi Logan album), 1966 More (No Mercy album), 1998 More (No Trend album), 2001 More (Jeremy Riddle album), or the title song, 2017 More (Pulp album), 2025 More (Symphony Number One album), 2016 More (Tamia album), or the title song, 2004 More (Vitamin C album), 2001 More, by Mylon LeFevre, 1983 More, by Resin Dogs, 2007 Songs "More" (Alex Alstone and Tom Glazer song), popularized by Perry Como, 1956
43850:1	More [SEP] LeFevre, 1983 More, by Resin Dogs, 2007 Songs "More" (Alex Alstone and Tom Glazer song), popularized by Perry Como, 1956 "More" (Alison Moyet song), 2003 "More" (J-Hope song), 2022 "More" (K/DA song), 2020 "More" (Matthew West song), 2003 "More" (Peaches song), 2009 "More" (The Sisters of Mercy song), 1990 "More" (Trace Adkins song), 2000 "More" (Usher song), 2010 "More" (Theme from Mondo Cane), from the 1963 film Mondo Cane "More", by 5 Seconds of Summer from Youngblood, 2018 "More", by the Black Eyed Peas, performed on the Black Blue & You Tour, 2007 "More", by Carly Rae Jepsen from the 10th Anniversary Edition of Emotion, 2025 "More", by Doctor and the Medics from I Keep Thinking It's Tuesday, 1987 "More", by Grupa More, featuring Meri Cetinić, 1973 "More", by Halsey from Manic, 2020 "More", by Ice Prince from Fire of Zamani, 2012 "More", by Junkie XL from More More, 2007 "More", by Madonna from I'm Breathless, 1990 "More", by Nebula
43850:2	More [SEP] Zamani, 2012 "More", by Junkie XL from More More, 2007 "More", by Madonna from I'm Breathless, 1990 "More", by Nebula from Atomic Ritual, 2003 "More", by Sam Ryder from There's Nothing but Space, Man!, 2022 "More", by Selena Gomez & the Scene from Kiss & Tell, 2009 "More", by Yeat from 2093, 2024 Bands More (British band), a 1980s heavy metal band More, a 1980s Yugoslav band featuring Doris Dragović Places More, Shropshire, a location in the United Kingdom Möre, one of the original small lands of historical province Småland in southern Sweden Radio, film, and television More (1969 film), a film directed by Barbet Schroeder More (1998 film), a short film by Mark Osborne More (2017 film), a Turkish drama film More FM, a New Zealand radio network More Radio, an FM station in Swindon, North Wiltshire, UK "More", an episode of The Good Doctor Other uses more, an English comparative determiner More (surname), a family name, including a
43850:3	More [SEP] an episode of The Good Doctor Other uses more, an English comparative determiner More (surname), a family name, including a list of people with the surname More!, a British women's fashion magazine More (magazine), an American women's lifestyle magazine More (cigarette), a cigarette brand marketed to women More (store), a chain of supermarkets in India Morè (clan), a Maratha clan of India More (interjection), used in many Balkan languages Mòoré language or Moré, a language spoken primarily in Burkina Faso by the Mossi morebus, a bus brand operating around Bournemouth and Poole (England, UK) Mayors Organized for Reparations and Equity (MORE), a coalition of U.S. mayors committed to paying reparations to African American citizens of their cities See also Møre (disambiguation), name of districts in Scandinavia More, More, More (disambiguation) All pages with titles beginning with More All pages with titles containing More Moar (disambiguation) Mohr (disambiguation) Moor (disambiguation) Morė Moore (disambiguation) Mores Moores (disambiguation) MOR (disambiguation)
43850:4	More [SEP] titles containing More Moar (disambiguation) Mohr (disambiguation) Moor (disambiguation) Morė Moore (disambiguation) Mores Moores (disambiguation) MOR (disambiguation)
290282:0	State [SEP] State most commonly refers to: State (polity), a centralized political organization that regulates law and society within a territory Sovereign state, a sovereign polity in international law, commonly referred to as a country Nation state, a state where the majority identify with a single nation (with shared culture or ethnic group) Constituent state, a political subdivision of a state Federated state, constituent states part of a federation (examples below) State of nature, a concept within philosophy that describes the way humans acted before forming societies or civilizations State may also refer to: Arts, entertainment, and media Literature State Magazine, a monthly magazine published by the U.S. Department of State The State (newspaper), a daily newspaper in Columbia, South Carolina, United States Our State, a monthly magazine published in North Carolina and formerly called The State The State (Larry Niven), a fictional future government in three novels by Larry Niven Music Groups and labels States Records, an American record label The
290282:1	State [SEP] fictional future government in three novels by Larry Niven Music Groups and labels States Records, an American record label The State (band), Australian band previously known as the Cutters Albums State (album), a 2013 album by Todd Rundgren States (album), a 2013 album by the Paper Kites States, a 1991 album by Klinik The State (album), a 1999 album by Nickelback Songs "The State", a 2011 song by Porter Robinson from Spitfire Television The State (American TV series), 1993 The State (British TV series), 2017 State (Friday Night Lights), an episode of the TV series Friday Night Lights Other State Theatre (disambiguation), several theatres The State (comedy troupe), an American comedy troupe Law and politics Rechtsstaat, the legal state (constitutional state, state subordinated to law) in the philosophy of law and as a principle of many national constitutions United States Department of State, a division of the executive branch of the United States federal government, dealing with foreign affairs; sometimes
290282:2	State [SEP] Department of State, a division of the executive branch of the United States federal government, dealing with foreign affairs; sometimes referred to as "State", for short, in American political jargon. Federated states Constituent states States of Myanmar States of Palau The Estates or the States, a national assembly of the estates of the realm, an early form of legislature that was common throughout feudal Europe: States of Alderney, the government and parliament of Alderney States of Deliberation, the government and parliament of Guernsey States of Jersey, including the States Assembly parliament and the Government of Jersey executive States-General (disambiguation), a name for several historic and current national assemblies Locations State College, Pennsylvania, a city in the United States, often referred to informally as "State" State College Area High School, or "State High" State station, subway station in Boston State station (CTA), in Chicago Mathematics State (controls), a term related to control theory State (functional analysis), a positive linear functional on
290282:3	State [SEP] (CTA), in Chicago Mathematics State (controls), a term related to control theory State (functional analysis), a positive linear functional on an operator algebra State, in dynamical systems, is a fixed rule describing the time dependence of a point in a geometrical space Science and technology Computing State (computer science), a unique configuration of information in a program or machine Program state, in computer science, a snapshot of the measure of various conditions in the system State (website), semantic web platform created by London, UK-based Equal Media Ltd State pattern, in computer science, a behavioral design pattern Healthcare Medical state, one's current state of health, usually within a hospital Mental state Physics and chemistry State, a complete description of a system in classical mechanics Chemical state, the electronic, chemical and physical nature of an element Quantum state, the state of a quantum mechanical system given by a vector in the underlying Hilbert space Stationary state, an eigenvector of a Hamiltonian State
290282:4	State [SEP] quantum mechanical system given by a vector in the underlying Hilbert space Stationary state, an eigenvector of a Hamiltonian State of matter, solid, liquid or gaseous phases of matter; describing the organization of matter in a phase Thermodynamic state, a set of physical quantities describing variable properties of a given thermodynamic system Printing State (printmaking), distinct revisions of a work by a deliberate change to the print master Universities Ball State University, in Muncie, United States Georgia State University, in Atlanta, United States Michigan State University, in East Lansing, United States Michigan State Spartans, the athletic teams, commonly referred to as "State" Other uses State (theology), a degree or stage of perfection in the Christian religion States (automobile), cyclecar manufactured by the States Cyclecar Co of Detroit, Michigan in 1915 See also Condition (disambiguation) Government, the system by which a state or community is controlled New states (disambiguation) Stateless (disambiguation) Status (disambiguation) The States (disambiguation) All pages with titles beginning
290282:5	State [SEP] state or community is controlled New states (disambiguation) Stateless (disambiguation) Status (disambiguation) The States (disambiguation) All pages with titles beginning with State All pages with titles containing State
534366:0	Barack Obama [SEP] Barack Hussein Obama II (born August 4, 1961) is an American politician who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, he was the first African American president. Obama previously served as a U.S. senator representing Illinois from 2005 to 2008 and as an Illinois state senator from 1997 to 2004. Born in Honolulu, Hawaii, Obama graduated from Columbia University in 1983 with a Bachelor of Arts degree in political science and later worked as a community organizer in Chicago. In 1988, Obama enrolled in Harvard Law School, where he was the first black president of the Harvard Law Review. He became a civil rights attorney and an academic, teaching constitutional law at the University of Chicago Law School from 1992 to 2004. In 1996, Obama was elected to represent the 13th district in the Illinois Senate, a position he held until 2004, when he successfully ran for the
534366:1	Barack Obama [SEP] represent the 13th district in the Illinois Senate, a position he held until 2004, when he successfully ran for the U.S. Senate. In the 2008 presidential election, after a close primary campaign against Hillary Clinton, he was nominated by the Democratic Party for president. Obama selected Joe Biden as his running mate and defeated Republican nominee John McCain and his running mate Sarah Palin. Obama was awarded the 2009 Nobel Peace Prize for efforts in international diplomacy, a decision which drew both criticism and praise. During his first term, his administration responded to the 2008 financial crisis with measures including the American Recovery and Reinvestment Act of 2009 to address the Great Recession; a partial extension of the Bush tax cuts; legislation to reform health care; and the Dodd–Frank Wall Street Reform and Consumer Protection Act, a major financial regulation reform bill. Obama also appointed Supreme Court justices Sonia Sotomayor and Elena Kagan, the former being the first Hispanic American
534366:2	Barack Obama [SEP] reform bill. Obama also appointed Supreme Court justices Sonia Sotomayor and Elena Kagan, the former being the first Hispanic American on the Supreme Court. Obama also oversaw the end of the Iraq War and ordered Operation Neptune Spear, the raid that killed Osama bin Laden, who was responsible for the September 11 attacks. He downplayed Bush's counterinsurgency model by expanding air strikes and making extensive use of special forces, while encouraging greater reliance on host-government militaries. Obama also ordered the 2011 military intervention in Libya to implement United Nations Security Council Resolution 1973, contributing to the overthrow of Muammar Gaddafi. Obama defeated Republican opponent Mitt Romney and his running mate Paul Ryan in the 2012 presidential election. In his second term, Obama advocated for gun control in the wake of the Sandy Hook Elementary School shooting. He took steps to combat climate change by signing the Paris Agreement on climate change and an executive order to limit carbon emissions, and
534366:3	Barack Obama [SEP] combat climate change by signing the Paris Agreement on climate change and an executive order to limit carbon emissions, and presided over the implementation of the Affordable Care Act and other legislation passed in his first term. Obama initiated sanctions against Russia following its invasion in Ukraine and again after Russian interference in the 2016 U.S. elections. He also ordered military intervention in Iraq in response to gains made by ISIL following the 2011 withdrawal from Iraq, negotiated the Joint Comprehensive Plan of Action (a nuclear agreement with Iran), and normalized relations with Cuba. The number of American soldiers in Afghanistan decreased during Obama's second term, though U.S. soldiers remained in the country throughout his presidency. Obama promoted inclusion for LGBT Americans, becoming the first sitting U.S. president to publicly support same-sex marriage. Obama left office in 2017 with high approval ratings both within the United States and among foreign advisories. He continues to reside in Washington, D.C., and remains
534366:4	Barack Obama [SEP] approval ratings both within the United States and among foreign advisories. He continues to reside in Washington, D.C., and remains politically active, campaigning for candidates in various American elections, including in Biden's successful presidential bid in the 2020 presidential election. Outside of politics, Obama has published three books: Dreams from My Father (1995), The Audacity of Hope (2006), and A Promised Land (2020). His presidential library began construction in the South Side of Chicago in 2021. Historians and political scientists rank Obama highly in historical rankings of U.S. presidents. Early life and career Barack Obama was born on August 4, 1961, at Kapiolani Medical Center for Women and Children in Honolulu, Hawaii. He is the only president born outside the contiguous 48 states. He was born to an 18-year-old American mother and a 27-year-old Kenyan father. His mother, Ann Dunham (1942–1995), was born in Wichita, Kansas, and was of English, Welsh, German, Swiss, and Irish descent. In 2007 it was
534366:5	Barack Obama [SEP] (1942–1995), was born in Wichita, Kansas, and was of English, Welsh, German, Swiss, and Irish descent. In 2007 it was discovered her great-great-grandfather Falmouth Kearney emigrated from the village of Moneygall, Ireland to the U.S. in 1850. In July 2012, Ancestry.com found a strong likelihood that Dunham was descended from John Punch, an enslaved African man who lived in the Colony of Virginia during the seventeenth century. Obama has described the ancestors of his grandparents as Scotch-Irish mostly. Obama's father, Barack Obama Sr. (1934–1982), was a married Luo Kenyan from Nyang'oma Kogelo. His last name, Obama, was derived from his Luo descent. Obama's parents met in 1960 in a Russian language class at the University of Hawaiʻi at Mānoa, where his father was a foreign student on a scholarship. The couple married in Wailuku, Hawaii, on February 2, 1961, six months before Obama was born. In late August 1961, a few weeks after he was born, Barack and his mother
534366:6	Barack Obama [SEP] months before Obama was born. In late August 1961, a few weeks after he was born, Barack and his mother moved to the University of Washington in Seattle, where they lived for a year. During that time, Barack's father completed his undergraduate degree in economics in Hawaii, graduating in June 1962. He left to attend graduate school on a scholarship at Harvard University, where he earned a Master of Arts in economics. Obama's parents divorced in March 1964. Obama Sr. returned to Kenya in 1964, where he married for a third time and worked for the Kenyan government as the senior economic analyst in the Ministry of Finance. He visited his son in Hawaii only once, at Christmas 1971, before he was killed in an automobile accident in 1982, when Obama was 21 years old. Recalling his early childhood, Obama said: "That my father looked nothing like the people around me—that he was black as pitch, my mother white as
534366:7	Barack Obama [SEP] said: "That my father looked nothing like the people around me—that he was black as pitch, my mother white as milk—barely registered in my mind." He described his struggles as a young adult to reconcile social perceptions of his multiracial heritage. In 1963, Dunham met Lolo Soetoro at the University of Hawaiʻi; he was an Indonesian East–West Center graduate student in geography. The couple married on Molokai on March 15, 1965. After two one-year extensions of his J-1 visa, Lolo returned to Indonesia in 1966. His wife and stepson followed sixteen months later in 1967. The family initially lived in the Menteng Dalam neighborhood in the Tebet district of South Jakarta. From 1970, they lived in a wealthier neighborhood in the Menteng district of Central Jakarta. Education When he was six years old, Obama and his mother had moved to Indonesia to join his stepfather. From age six to ten, he was registered in school as "Barry" and attended local
534366:8	Barack Obama [SEP] Indonesia to join his stepfather. From age six to ten, he was registered in school as "Barry" and attended local Indonesian-language schools: Sekolah Dasar Katolik Santo Fransiskus Asisi (St. Francis of Assisi Catholic Elementary School) for two years and Sekolah Dasar Negeri Menteng 01 (State Elementary School Menteng 01) for one and a half years, supplemented by English-language Calvert School homeschooling by his mother. As a result of his four years in Jakarta, he was able to speak Indonesian fluently as a child. During his time in Indonesia, Obama's stepfather taught him to be resilient and gave him "a pretty hardheaded assessment of how the world works". In 1971, Obama returned to Honolulu to live with his maternal grandparents, Madelyn and Stanley Dunham. He attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until he graduated from high school in 1979. In high school, Obama continued to use the nickname "Barry" which he kept
534366:9	Barack Obama [SEP] he graduated from high school in 1979. In high school, Obama continued to use the nickname "Barry" which he kept until making a visit to Kenya in 1980. Obama lived with his mother and half-sister, Maya Soetoro, in Hawaii for three years from 1972 to 1975 while his mother was a graduate student in anthropology at the University of Hawaii. Obama chose to stay in Hawaii when his mother and half-sister returned to Indonesia in 1975, so his mother could begin anthropology field work. His mother spent most of the next two decades in Indonesia, divorcing Lolo Soetoro in 1980 and earning a PhD degree in 1992, before dying in 1995 in Hawaii following unsuccessful treatment for ovarian and uterine cancer. Of his years in Honolulu, Obama wrote: "The opportunity that Hawaii offered — to experience a variety of cultures in a climate of mutual respect — became an integral part of my world view, and a basis for the
534366:10	Barack Obama [SEP] in a climate of mutual respect — became an integral part of my world view, and a basis for the values that I hold most dear." Obama has also written and talked about using alcohol, marijuana, and cocaine during his teenage years to "push questions of who I was out of my mind". Obama was also a member of the "Choom Gang" (the slang term for smoking marijuana), a self-named group of friends who spent time together and smoked marijuana. College and research jobs After graduating from high school in 1979, Obama moved to Los Angeles to attend Occidental College on a full scholarship. In February 1981, Obama made his first public speech, calling for Occidental to participate in the disinvestment from South Africa in response to that nation's policy of apartheid. In mid-1981, Obama traveled to Indonesia to visit his mother and half-sister Maya and visited the families of college friends in Pakistan for three weeks. Later in 1981,
534366:11	Barack Obama [SEP] his mother and half-sister Maya and visited the families of college friends in Pakistan for three weeks. Later in 1981, he transferred to Columbia University in New York City as a junior, where he majored in political science with a specialty in international relations and in English literature and lived off-campus on West 109th Street. He graduated with a Bachelor of Arts degree in 1983 and a 3.7 GPA. After graduating, Obama worked for about a year at the Business International Corporation, where he was a financial researcher and writer, then as a project coordinator for the New York Public Interest Research Group on the City College of New York campus for three months in 1985. Community organizer and Harvard Law School Two years after graduating from Columbia, Obama moved from New York to Chicago when he was hired as director of the Developing Communities Project, a faith-based community organization originally comprising eight Catholic parishes in Roseland, West Pullman, and
